stage,rank_threshold,lang,accuracy,total,shared_lrs,shared_emergence_rate,mean_best_rank,mean_final_rank,mean_best_rank_score,mean_final_rank_score,mean_best_logprob,mean_final_logprob,corr_problem_shared_lrs_with_correct
shared_after_refiner,10,es,0.82,250,0.017333333333333336,0.032,401.044,32969.768,0.16808861544002313,0.10629229608667269,-16.444857139587402,-23.91533235168457,0.034973361244598024
shared_after_refiner,25,es,0.82,250,0.04533333333333334,0.072,401.044,32969.768,0.16808861544002313,0.10629229608667269,-16.444857139587402,-23.91533235168457,0.02727442092101959
shared_after_refiner,50,es,0.82,250,0.08066666666666668,0.128,401.044,32969.768,0.16808861544002313,0.10629229608667269,-16.444857139587402,-23.91533235168457,0.0021308438190114605
shared_after_refiner,100,es,0.82,250,0.182,0.268,401.044,32969.768,0.16808861544002313,0.10629229608667269,-16.444857139587402,-23.91533235168457,-0.026364565752371942
shared_after_refiner,250,es,0.82,250,0.3993333333333333,0.536,401.044,32969.768,0.16808861544002313,0.10629229608667269,-16.444857139587402,-23.91533235168457,-0.020950615588018313
shared_after_refiner,500,es,0.82,250,0.558,0.732,401.044,32969.768,0.16808861544002313,0.10629229608667269,-16.444857139587402,-23.91533235168457,0.0031355169784892376
shared_after_refiner,1000,es,0.82,250,0.7506666666666667,0.92,401.044,32969.768,0.16808861544002313,0.10629229608667269,-16.444857139587402,-23.91533235168457,0.06445350631361305
shared_after_refiner,2500,es,0.82,250,0.8143333333333334,0.988,401.044,32969.768,0.16808861544002313,0.10629229608667269,-16.444857139587402,-23.91533235168457,-0.0020087705157399386
shared_after_refiner,5000,es,0.82,250,0.8296666666666668,0.996,401.044,32969.768,0.16808861544002313,0.10629229608667269,-16.444857139587402,-23.91533235168457,-0.03251130544723978
shared_after_refiner,10000,es,0.82,250,0.8333333333333334,1.0,401.044,32969.768,0.16808861544002313,0.10629229608667269,-16.444857139587402,-23.91533235168457,nan
shared_with_judger,1,es,0.82,250,0.0021538461538461525,0.028,115.244,179.816,0.26044590863838024,0.24489841624492467,-8.765396711349487,-8.817388933181762,0.01640884499200558
shared_with_judger,5,es,0.82,250,0.030769230769230754,0.284,115.244,179.816,0.26044590863838024,0.24489841624492467,-8.765396711349487,-8.817388933181762,0.03603077261147917
shared_with_judger,10,es,0.82,250,0.03846153846153844,0.292,115.244,179.816,0.26044590863838024,0.24489841624492467,-8.765396711349487,-8.817388933181762,0.031688687196818
shared_with_judger,25,es,0.82,250,0.06769230769230768,0.336,115.244,179.816,0.26044590863838024,0.24489841624492467,-8.765396711349487,-8.817388933181762,0.02527456710245725
shared_with_judger,50,es,0.82,250,0.10646153846153844,0.416,115.244,179.816,0.26044590863838024,0.24489841624492467,-8.765396711349487,-8.817388933181762,0.0009793651607058712
shared_with_judger,100,es,0.82,250,0.22215384615384612,0.704,115.244,179.816,0.26044590863838024,0.24489841624492467,-8.765396711349487,-8.817388933181762,-0.015607074579807378
shared_with_judger,250,es,0.82,250,0.43723076923076915,0.892,115.244,179.816,0.26044590863838024,0.24489841624492467,-8.765396711349487,-8.817388933181762,-0.017935967791801455
shared_with_judger,500,es,0.82,250,0.588,0.948,115.244,179.816,0.26044590863838024,0.24489841624492467,-8.765396711349487,-8.817388933181762,0.009275757442831222
shared_with_judger,1000,es,0.82,250,0.7689230769230769,0.988,115.244,179.816,0.26044590863838024,0.24489841624492467,-8.765396711349487,-8.817388933181762,0.06522243439420844
shared_with_judger,2500,es,0.82,250,0.8286153846153845,1.0,115.244,179.816,0.26044590863838024,0.24489841624492467,-8.765396711349487,-8.817388933181762,-0.002008770515739839
shared_with_judger,5000,es,0.82,250,0.8427692307692307,1.0,115.244,179.816,0.26044590863838024,0.24489841624492467,-8.765396711349487,-8.817388933181762,-0.03251130544723975
shared_with_judger,10000,es,0.82,250,0.8461538461538461,1.0,115.244,179.816,0.26044590863838024,0.24489841624492467,-8.765396711349487,-8.817388933181762,nan
shared_after_planner,1,fr,0.44,250,0.0,0.0,386.748,1738.196,0.16530375576819512,0.14500159722522626,-17.383857898712158,-17.750293716430665,nan
shared_after_planner,5,fr,0.44,250,0.0,0.0,386.748,1738.196,0.16530375576819512,0.14500159722522626,-17.383857898712158,-17.750293716430665,nan
shared_after_planner,10,fr,0.44,250,0.003,0.008,386.748,1738.196,0.16530375576819512,0.14500159722522626,-17.383857898712158,-17.750293716430665,-0.018299690128823855
shared_after_planner,25,fr,0.44,250,0.029,0.072,386.748,1738.196,0.16530375576819512,0.14500159722522626,-17.383857898712158,-17.750293716430665,-0.1063321227725034
shared_after_planner,50,fr,0.44,250,0.049,0.124,386.748,1738.196,0.16530375576819512,0.14500159722522626,-17.383857898712158,-17.750293716430665,-0.06691143341754896
shared_after_planner,100,fr,0.44,250,0.091,0.228,386.748,1738.196,0.16530375576819512,0.14500159722522626,-17.383857898712158,-17.750293716430665,-0.023166922427329234
shared_after_planner,250,fr,0.44,250,0.243,0.584,386.748,1738.196,0.16530375576819512,0.14500159722522626,-17.383857898712158,-17.750293716430665,-0.08020257618269991
shared_after_planner,500,fr,0.44,250,0.354,0.78,386.748,1738.196,0.16530375576819512,0.14500159722522626,-17.383857898712158,-17.750293716430665,-0.0171616784461769
shared_after_planner,1000,fr,0.44,250,0.448,0.932,386.748,1738.196,0.16530375576819512,0.14500159722522626,-17.383857898712158,-17.750293716430665,-0.19278834055501967
shared_after_planner,2500,fr,0.44,250,0.489,0.984,386.748,1738.196,0.16530375576819512,0.14500159722522626,-17.383857898712158,-17.750293716430665,-0.12317693361275843
shared_after_planner,5000,fr,0.44,250,0.497,0.996,386.748,1738.196,0.16530375576819512,0.14500159722522626,-17.383857898712158,-17.750293716430665,-0.09607337317632463
shared_after_planner,10000,fr,0.44,250,0.5,1.0,386.748,1738.196,0.16530375576819512,0.14500159722522626,-17.383857898712158,-17.750293716430665,nan
shared_after_critic,1,fr,0.44,250,0.0,0.0,336.144,11705.856,0.1710969702789057,0.12329045980344165,-16.691104972839355,-25.997066120147704,nan
shared_after_critic,5,fr,0.44,250,0.0015,0.012,336.144,11705.856,0.1710969702789057,0.12329045980344165,-16.691104972839355,-25.997066120147704,0.0503244986476179
shared_after_critic,10,fr,0.44,250,0.007,0.02,336.144,11705.856,0.1710969702789057,0.12329045980344165,-16.691104972839355,-25.997066120147704,0.013460941095750648
shared_after_critic,25,fr,0.44,250,0.0535,0.096,336.144,11705.856,0.1710969702789057,0.12329045980344165,-16.691104972839355,-25.997066120147704,-0.09994875798932099
shared_after_critic,50,fr,0.44,250,0.0895,0.148,336.144,11705.856,0.1710969702789057,0.12329045980344165,-16.691104972839355,-25.997066120147704,-0.051368163243507264
shared_after_critic,100,fr,0.44,250,0.1645,0.268,336.144,11705.856,0.1710969702789057,0.12329045980344165,-16.691104972839355,-25.997066120147704,-0.009479901566861508
shared_after_critic,250,fr,0.44,250,0.417,0.612,336.144,11705.856,0.1710969702789057,0.12329045980344165,-16.691104972839355,-25.997066120147704,-0.08951813619810348
shared_after_critic,500,fr,0.44,250,0.5705,0.804,336.144,11705.856,0.1710969702789057,0.12329045980344165,-16.691104972839355,-25.997066120147704,-0.017008273289962596
shared_after_critic,1000,fr,0.44,250,0.694,0.952,336.144,11705.856,0.1710969702789057,0.12329045980344165,-16.691104972839355,-25.997066120147704,-0.18684652444726407
shared_after_critic,2500,fr,0.44,250,0.7375,0.988,336.144,11705.856,0.1710969702789057,0.12329045980344165,-16.691104972839355,-25.997066120147704,-0.09135134693058664
shared_after_critic,5000,fr,0.44,250,0.7475,1.0,336.144,11705.856,0.1710969702789057,0.12329045980344165,-16.691104972839355,-25.997066120147704,-0.0867809345873486
shared_after_critic,10000,fr,0.44,250,0.75,1.0,336.144,11705.856,0.1710969702789057,0.12329045980344165,-16.691104972839355,-25.997066120147704,nan
shared_after_refiner,1,fr,0.44,250,0.0,0.0,298.12,24535.616,0.17408089724958173,0.11191490083534233,-16.215342472076415,-24.883778633117675,nan
shared_after_refiner,5,fr,0.44,250,0.005666666666666666,0.02,298.12,24535.616,0.17408089724958173,0.11191490083534233,-16.215342472076415,-24.883778633117675,0.06612831610589961
shared_after_refiner,10,fr,0.44,250,0.011999999999999999,0.028,298.12,24535.616,0.17408089724958173,0.11191490083534233,-16.215342472076415,-24.883778633117675,0.04134824373870462
shared_after_refiner,25,fr,0.44,250,0.068,0.1,298.12,24535.616,0.17408089724958173,0.11191490083534233,-16.215342472076415,-24.883778633117675,-0.09957403706904253
shared_after_refiner,50,fr,0.44,250,0.11,0.16,298.12,24535.616,0.17408089724958173,0.11191490083534233,-16.215342472076415,-24.883778633117675,-0.05076456359880421
shared_after_refiner,100,fr,0.44,250,0.2006666666666667,0.288,298.12,24535.616,0.17408089724958173,0.11191490083534233,-16.215342472076415,-24.883778633117675,-0.009748066811243081
shared_after_refiner,250,fr,0.44,250,0.48466666666666663,0.636,298.12,24535.616,0.17408089724958173,0.11191490083534233,-16.215342472076415,-24.883778633117675,-0.09321604732418758
shared_after_refiner,500,fr,0.44,250,0.6513333333333333,0.824,298.12,24535.616,0.17408089724958173,0.11191490083534233,-16.215342472076415,-24.883778633117675,-0.02247298712693477
shared_after_refiner,1000,fr,0.44,250,0.7826666666666667,0.968,298.12,24535.616,0.17408089724958173,0.11191490083534233,-16.215342472076415,-24.883778633117675,-0.19047578948757907
shared_after_refiner,2500,fr,0.44,250,0.8216666666666668,0.992,298.12,24535.616,0.17408089724958173,0.11191490083534233,-16.215342472076415,-24.883778633117675,-0.08862722241960218
shared_after_refiner,5000,fr,0.44,250,0.8316666666666668,1.0,298.12,24535.616,0.17408089724958173,0.11191490083534233,-16.215342472076415,-24.883778633117675,-0.08678093458734848
shared_after_refiner,10000,fr,0.44,250,0.8333333333333334,1.0,298.12,24535.616,0.17408089724958173,0.11191490083534233,-16.215342472076415,-24.883778633117675,nan
shared_with_judger,1,fr,0.44,250,0.009230769230769225,0.12,164.788,745.728,0.27216236256548065,0.23927086092171038,-9.789174420714378,-9.897629918456078,0.019837990021453752
shared_with_judger,5,fr,0.44,250,0.02707692307692306,0.284,164.788,745.728,0.27216236256548065,0.23927086092171038,-9.789174420714378,-9.897629918456078,0.05474199013770999
shared_with_judger,10,fr,0.44,250,0.033538461538461524,0.292,164.788,745.728,0.27216236256548065,0.23927086092171038,-9.789174420714378,-9.897629918456078,0.040817033721218254
shared_with_judger,25,fr,0.44,250,0.09046153846153845,0.36,164.788,745.728,0.27216236256548065,0.23927086092171038,-9.789174420714378,-9.897629918456078,-0.1014987212842617
shared_with_judger,50,fr,0.44,250,0.13353846153846152,0.416,164.788,745.728,0.27216236256548065,0.23927086092171038,-9.789174420714378,-9.897629918456078,-0.05326284887983565
shared_with_judger,100,fr,0.44,250,0.22584615384615384,0.528,164.788,745.728,0.27216236256548065,0.23927086092171038,-9.789174420714378,-9.897629918456078,-0.014795208787129432
shared_with_judger,250,fr,0.44,250,0.5107692307692308,0.824,164.788,745.728,0.27216236256548065,0.23927086092171038,-9.789174420714378,-9.897629918456078,-0.0981352905223675
shared_with_judger,500,fr,0.44,250,0.6723076923076923,0.924,164.788,745.728,0.27216236256548065,0.23927086092171038,-9.789174420714378,-9.897629918456078,-0.02687407242900236
shared_with_judger,1000,fr,0.44,250,0.7975384615384614,0.976,164.788,745.728,0.27216236256548065,0.23927086092171038,-9.789174420714378,-9.897629918456078,-0.18949321905805147
shared_with_judger,2500,fr,0.44,250,0.8353846153846154,1.0,164.788,745.728,0.27216236256548065,0.23927086092171038,-9.789174420714378,-9.897629918456078,-0.0886272224196022
shared_with_judger,5000,fr,0.44,250,0.8446153846153845,1.0,164.788,745.728,0.27216236256548065,0.23927086092171038,-9.789174420714378,-9.897629918456078,-0.08678093458734844
shared_with_judger,10000,fr,0.44,250,0.8461538461538461,1.0,164.788,745.728,0.27216236256548065,0.23927086092171038,-9.789174420714378,-9.897629918456078,nan
shared_after_planner,1,ja,0.748,250,0.0,0.0,140.564,1509.592,0.18964497201514496,0.1691445344390571,-11.695977197647094,-16.105693117141723,nan
shared_after_planner,5,ja,0.748,250,0.001,0.004,140.564,1509.592,0.18964497201514496,0.1691445344390571,-11.695977197647094,-16.105693117141723,0.036783224509400005
shared_after_planner,10,ja,0.748,250,0.007,0.028,140.564,1509.592,0.18964497201514496,0.1691445344390571,-11.695977197647094,-16.105693117141723,-0.013179798690118521
shared_after_planner,25,ja,0.748,250,0.038,0.14,140.564,1509.592,0.18964497201514496,0.1691445344390571,-11.695977197647094,-16.105693117141723,0.013571671640157514
shared_after_planner,50,ja,0.748,250,0.102,0.328,140.564,1509.592,0.18964497201514496,0.1691445344390571,-11.695977197647094,-16.105693117141723,0.12655099385275076
shared_after_planner,100,ja,0.748,250,0.172,0.504,140.564,1509.592,0.18964497201514496,0.1691445344390571,-11.695977197647094,-16.105693117141723,0.08864116977185228
shared_after_planner,250,ja,0.748,250,0.397,0.856,140.564,1509.592,0.18964497201514496,0.1691445344390571,-11.695977197647094,-16.105693117141723,0.0638177082460399
shared_after_planner,500,ja,0.748,250,0.477,0.972,140.564,1509.592,0.18964497201514496,0.1691445344390571,-11.695977197647094,-16.105693117141723,0.10368799932617924
shared_after_planner,1000,ja,0.748,250,0.5,1.0,140.564,1509.592,0.18964497201514496,0.1691445344390571,-11.695977197647094,-16.105693117141723,nan
shared_after_planner,2500,ja,0.748,250,0.5,1.0,140.564,1509.592,0.18964497201514496,0.1691445344390571,-11.695977197647094,-16.105693117141723,nan
shared_after_planner,5000,ja,0.748,250,0.5,1.0,140.564,1509.592,0.18964497201514496,0.1691445344390571,-11.695977197647094,-16.105693117141723,nan
shared_after_planner,10000,ja,0.748,250,0.5,1.0,140.564,1509.592,0.18964497201514496,0.1691445344390571,-11.695977197647094,-16.105693117141723,nan
shared_after_critic,1,ja,0.748,250,0.0,0.0,121.868,1566.392,0.19459340189772065,0.13820874671667324,-11.40784045600891,-21.538850967407228,nan
shared_after_critic,5,ja,0.748,250,0.003,0.008,121.868,1566.392,0.19459340189772065,0.13820874671667324,-11.40784045600891,-21.538850967407228,0.04331616984722326
shared_after_critic,10,ja,0.748,250,0.018,0.032,121.868,1566.392,0.19459340189772065,0.13820874671667324,-11.40784045600891,-21.538850967407228,-0.010343383533903457
shared_after_critic,25,ja,0.748,250,0.0925,0.168,121.868,1566.392,0.19459340189772065,0.13820874671667324,-11.40784045600891,-21.538850967407228,-0.0019844712675772687
shared_after_critic,50,ja,0.748,250,0.22,0.368,121.868,1566.392,0.19459340189772065,0.13820874671667324,-11.40784045600891,-21.538850967407228,0.09716019892300023
shared_after_critic,100,ja,0.748,250,0.3435,0.548,121.868,1566.392,0.19459340189772065,0.13820874671667324,-11.40784045600891,-21.538850967407228,0.10058352221441053
shared_after_critic,250,ja,0.748,250,0.631,0.884,121.868,1566.392,0.19459340189772065,0.13820874671667324,-11.40784045600891,-21.538850967407228,0.1195579205122826
shared_after_critic,500,ja,0.748,250,0.726,0.98,121.868,1566.392,0.19459340189772065,0.13820874671667324,-11.40784045600891,-21.538850967407228,0.12650843466121559
shared_after_critic,1000,ja,0.748,250,0.75,1.0,121.868,1566.392,0.19459340189772065,0.13820874671667324,-11.40784045600891,-21.538850967407228,nan
shared_after_critic,2500,ja,0.748,250,0.75,1.0,121.868,1566.392,0.19459340189772065,0.13820874671667324,-11.40784045600891,-21.538850967407228,nan
shared_after_critic,5000,ja,0.748,250,0.75,1.0,121.868,1566.392,0.19459340189772065,0.13820874671667324,-11.40784045600891,-21.538850967407228,nan
shared_after_critic,10000,ja,0.748,250,0.75,1.0,121.868,1566.392,0.19459340189772065,0.13820874671667324,-11.40784045600891,-21.538850967407228,nan
shared_after_refiner,1,ja,0.748,250,0.0,0.0,113.204,13394.292,0.19618728920853556,0.11654939793836647,-11.051834131240845,-19.420253524780275,nan
shared_after_refiner,5,ja,0.748,250,0.004666666666666666,0.008,113.204,13394.292,0.19618728920853556,0.11654939793836647,-11.051834131240845,-19.420253524780275,0.050103332078790246
shared_after_refiner,10,ja,0.748,250,0.022666666666666665,0.032,113.204,13394.292,0.19618728920853556,0.11654939793836647,-11.051834131240845,-19.420253524780275,-0.005255625887550281
shared_after_refiner,25,ja,0.748,250,0.11833333333333333,0.176,113.204,13394.292,0.19618728920853556,0.11654939793836647,-11.051834131240845,-19.420253524780275,-0.0044295991625579005
shared_after_refiner,50,ja,0.748,250,0.2706666666666666,0.384,113.204,13394.292,0.19618728920853556,0.11654939793836647,-11.051834131240845,-19.420253524780275,0.0826117057383907
shared_after_refiner,100,ja,0.748,250,0.4133333333333334,0.564,113.204,13394.292,0.19618728920853556,0.11654939793836647,-11.051834131240845,-19.420253524780275,0.09580851282041042
shared_after_refiner,250,ja,0.748,250,0.718,0.908,113.204,13394.292,0.19618728920853556,0.11654939793836647,-11.051834131240845,-19.420253524780275,0.14331845963739767
shared_after_refiner,500,ja,0.748,250,0.8116666666666668,0.988,113.204,13394.292,0.19618728920853556,0.11654939793836647,-11.051834131240845,-19.420253524780275,0.1173884744202462
shared_after_refiner,1000,ja,0.748,250,0.8333333333333334,1.0,113.204,13394.292,0.19618728920853556,0.11654939793836647,-11.051834131240845,-19.420253524780275,nan
shared_after_refiner,2500,ja,0.748,250,0.8333333333333334,1.0,113.204,13394.292,0.19618728920853556,0.11654939793836647,-11.051834131240845,-19.420253524780275,nan
shared_after_refiner,5000,ja,0.748,250,0.8333333333333334,1.0,113.204,13394.292,0.19618728920853556,0.11654939793836647,-11.051834131240845,-19.420253524780275,nan
shared_after_refiner,10000,ja,0.748,250,0.8333333333333334,1.0,113.204,13394.292,0.19618728920853556,0.11654939793836647,-11.051834131240845,-19.420253524780275,nan
shared_with_judger,1,ja,0.748,250,0.01599999999999999,0.208,79.756,526.3,0.29526310872399336,0.25747436401422025,-8.052189687609673,-8.78779599559307,-0.0657375056660041
shared_with_judger,5,ja,0.748,250,0.025538461538461527,0.276,79.756,526.3,0.29526310872399336,0.25747436401422025,-8.052189687609673,-8.78779599559307,-0.0009238233865732313
shared_with_judger,10,ja,0.748,250,0.043384615384615376,0.292,79.756,526.3,0.29526310872399336,0.25747436401422025,-8.052189687609673,-8.78779599559307,-0.024231547276767906
shared_with_judger,25,ja,0.748,250,0.13938461538461536,0.392,79.756,526.3,0.29526310872399336,0.25747436401422025,-8.052189687609673,-8.78779599559307,-0.012764233285688917
shared_with_judger,50,ja,0.748,250,0.2938461538461538,0.572,79.756,526.3,0.29526310872399336,0.25747436401422025,-8.052189687609673,-8.78779599559307,0.07667416878236542
shared_with_judger,100,ja,0.748,250,0.43446153846153845,0.688,79.756,526.3,0.29526310872399336,0.25747436401422025,-8.052189687609673,-8.78779599559307,0.09339726084914766
shared_with_judger,250,ja,0.748,250,0.7347692307692307,0.936,79.756,526.3,0.29526310872399336,0.25747436401422025,-8.052189687609673,-8.78779599559307,0.14377954168913026
shared_with_judger,500,ja,0.748,250,0.8255384615384614,0.992,79.756,526.3,0.29526310872399336,0.25747436401422025,-8.052189687609673,-8.78779599559307,0.11583482604671548
shared_with_judger,1000,ja,0.748,250,0.8461538461538461,1.0,79.756,526.3,0.29526310872399336,0.25747436401422025,-8.052189687609673,-8.78779599559307,nan
shared_with_judger,2500,ja,0.748,250,0.8461538461538461,1.0,79.756,526.3,0.29526310872399336,0.25747436401422025,-8.052189687609673,-8.78779599559307,nan
shared_with_judger,5000,ja,0.748,250,0.8461538461538461,1.0,79.756,526.3,0.29526310872399336,0.25747436401422025,-8.052189687609673,-8.78779599559307,nan
shared_with_judger,10000,ja,0.748,250,0.8461538461538461,1.0,79.756,526.3,0.29526310872399336,0.25747436401422025,-8.052189687609673,-8.78779599559307,nan
shared_after_planner,1,ru,0.772,250,0.0,0.0,131.4,171.352,0.20598594105836196,0.1772205000287414,-15.653428985595703,-15.661837093353272,nan
shared_after_planner,5,ru,0.772,250,0.0,0.0,131.4,171.352,0.20598594105836196,0.1772205000287414,-15.653428985595703,-15.661837093353272,nan
shared_after_planner,10,ru,0.772,250,0.036,0.072,131.4,171.352,0.20598594105836196,0.1772205000287414,-15.653428985595703,-15.661837093353272,0.003835986063190926
shared_after_planner,25,ru,0.772,250,0.14,0.28,131.4,171.352,0.20598594105836196,0.1772205000287414,-15.653428985595703,-15.661837093353272,0.06285363002571945
shared_after_planner,50,ru,0.772,250,0.204,0.428,131.4,171.352,0.20598594105836196,0.1772205000287414,-15.653428985595703,-15.661837093353272,0.12395709638618285
shared_after_planner,100,ru,0.772,250,0.277,0.616,131.4,171.352,0.20598594105836196,0.1772205000287414,-15.653428985595703,-15.661837093353272,0.07338595471858056
shared_after_planner,250,ru,0.772,250,0.373,0.892,131.4,171.352,0.20598594105836196,0.1772205000287414,-15.653428985595703,-15.661837093353272,0.08441997900817941
shared_after_planner,500,ru,0.772,250,0.422,0.956,131.4,171.352,0.20598594105836196,0.1772205000287414,-15.653428985595703,-15.661837093353272,0.02004094447034071
shared_after_planner,1000,ru,0.772,250,0.487,0.988,131.4,171.352,0.20598594105836196,0.1772205000287414,-15.653428985595703,-15.661837093353272,0.07470844968852676
shared_after_planner,2500,ru,0.772,250,0.545,0.996,131.4,171.352,0.20598594105836196,0.1772205000287414,-15.653428985595703,-15.661837093353272,0.08229148031572141
shared_after_planner,5000,ru,0.772,250,0.57,1.0,131.4,171.352,0.20598594105836196,0.1772205000287414,-15.653428985595703,-15.661837093353272,0.09317355471414318
shared_after_planner,10000,ru,0.772,250,0.594,1.0,131.4,171.352,0.20598594105836196,0.1772205000287414,-15.653428985595703,-15.661837093353272,0.1244982005059982
shared_after_critic,1,ru,0.772,250,0.0,0.0,117.588,2734.704,0.20776616038915818,0.1442232494534207,-14.452583707809449,-18.10563102722168,nan
shared_after_critic,5,ru,0.772,250,0.001,0.008,117.588,2734.704,0.20776616038915818,0.1442232494534207,-14.452583707809449,-18.10563102722168,0.04880315857413988
shared_after_critic,10,ru,0.772,250,0.0545,0.076,117.588,2734.704,0.20776616038915818,0.1442232494534207,-14.452583707809449,-18.10563102722168,-0.0009097173675169149
shared_after_critic,25,ru,0.772,250,0.2115,0.288,117.588,2734.704,0.20776616038915818,0.1442232494534207,-14.452583707809449,-18.10563102722168,0.06536656511376886
shared_after_critic,50,ru,0.772,250,0.32,0.444,117.588,2734.704,0.20776616038915818,0.1442232494534207,-14.452583707809449,-18.10563102722168,0.10451770122948197
shared_after_critic,100,ru,0.772,250,0.4485,0.628,117.588,2734.704,0.20776616038915818,0.1442232494534207,-14.452583707809449,-18.10563102722168,0.05580469302508667
shared_after_critic,250,ru,0.772,250,0.635,0.908,117.588,2734.704,0.20776616038915818,0.1442232494534207,-14.452583707809449,-18.10563102722168,0.04619224354344113
shared_after_critic,500,ru,0.772,250,0.69,0.964,117.588,2734.704,0.20776616038915818,0.1442232494534207,-14.452583707809449,-18.10563102722168,0.02813423116455357
shared_after_critic,1000,ru,0.772,250,0.738,0.992,117.588,2734.704,0.20776616038915818,0.1442232494534207,-14.452583707809449,-18.10563102722168,0.06811093755932125
shared_after_critic,2500,ru,0.772,250,0.771,1.0,117.588,2734.704,0.20776616038915818,0.1442232494534207,-14.452583707809449,-18.10563102722168,0.059191445289902
shared_after_critic,5000,ru,0.772,250,0.785,1.0,117.588,2734.704,0.20776616038915818,0.1442232494534207,-14.452583707809449,-18.10563102722168,0.09317355471414362
shared_after_critic,10000,ru,0.772,250,0.797,1.0,117.588,2734.704,0.20776616038915818,0.1442232494534207,-14.452583707809449,-18.10563102722168,0.12449820050599725
shared_after_refiner,1,ru,0.772,250,0.0,0.0,117.588,21616.492,0.20776616038915818,0.10522683436399068,-14.449944231033324,-27.350184803009032,nan
shared_after_refiner,5,ru,0.772,250,0.003333333333333333,0.008,117.588,21616.492,0.20776616038915818,0.10522683436399068,-14.449944231033324,-27.350184803009032,0.04880315857413951
shared_after_refiner,10,ru,0.772,250,0.06166666666666667,0.076,117.588,21616.492,0.20776616038915818,0.10522683436399068,-14.449944231033324,-27.350184803009032,-0.010346749753764891
shared_after_refiner,25,ru,0.772,250,0.237,0.288,117.588,21616.492,0.20776616038915818,0.10522683436399068,-14.449944231033324,-27.350184803009032,0.06818653426290278
shared_after_refiner,50,ru,0.772,250,0.3613333333333334,0.444,117.588,21616.492,0.20776616038915818,0.10522683436399068,-14.449944231033324,-27.350184803009032,0.09602821816723481
shared_after_refiner,100,ru,0.772,250,0.5083333333333334,0.628,117.588,21616.492,0.20776616038915818,0.10522683436399068,-14.449944231033324,-27.350184803009032,0.05582812625329731
shared_after_refiner,250,ru,0.772,250,0.726,0.908,117.588,21616.492,0.20776616038915818,0.10522683436399068,-14.449944231033324,-27.350184803009032,0.03857567334403235
shared_after_refiner,500,ru,0.772,250,0.7813333333333333,0.964,117.588,21616.492,0.20776616038915818,0.10522683436399068,-14.449944231033324,-27.350184803009032,0.03700466102187817
shared_after_refiner,1000,ru,0.772,250,0.8226666666666668,0.992,117.588,21616.492,0.20776616038915818,0.10522683436399068,-14.449944231033324,-27.350184803009032,0.06991835432139958
shared_after_refiner,2500,ru,0.772,250,0.8473333333333335,1.0,117.588,21616.492,0.20776616038915818,0.10522683436399068,-14.449944231033324,-27.350184803009032,0.05919144528990225
shared_after_refiner,5000,ru,0.772,250,0.8566666666666667,1.0,117.588,21616.492,0.20776616038915818,0.10522683436399068,-14.449944231033324,-27.350184803009032,0.09317355471414346
shared_after_refiner,10000,ru,0.772,250,0.8646666666666667,1.0,117.588,21616.492,0.20776616038915818,0.10522683436399068,-14.449944231033324,-27.350184803009032,0.12449820050599698
shared_with_judger,1,ru,0.772,250,0.0,0.0,94.192,2182.0,0.23681895510686904,0.17136414161020447,-13.191551601409913,-16.817433835983277,nan
shared_with_judger,5,ru,0.772,250,0.0064615384615384595,0.044,94.192,2182.0,0.23681895510686904,0.17136414161020447,-13.191551601409913,-16.817433835983277,0.03028029938666495
shared_with_judger,10,ru,0.772,250,0.07907692307692307,0.288,94.192,2182.0,0.23681895510686904,0.17136414161020447,-13.191551601409913,-16.817433835983277,-0.014834810644781345
shared_with_judger,25,ru,0.772,250,0.25353846153846155,0.452,94.192,2182.0,0.23681895510686904,0.17136414161020447,-13.191551601409913,-16.817433835983277,0.0646231081082675
shared_with_judger,50,ru,0.772,250,0.37846153846153846,0.584,94.192,2182.0,0.23681895510686904,0.17136414161020447,-13.191551601409913,-16.817433835983277,0.09505534751982693
shared_with_judger,100,ru,0.772,250,0.5249230769230769,0.724,94.192,2182.0,0.23681895510686904,0.17136414161020447,-13.191551601409913,-16.817433835983277,0.056093771274400156
shared_with_judger,250,ru,0.772,250,0.7421538461538462,0.936,94.192,2182.0,0.23681895510686904,0.17136414161020447,-13.191551601409913,-16.817433835983277,0.04028705860492138
shared_with_judger,500,ru,0.772,250,0.7953846153846154,0.964,94.192,2182.0,0.23681895510686904,0.17136414161020447,-13.191551601409913,-16.817433835983277,0.03819173881343162
shared_with_judger,1000,ru,0.772,250,0.8356923076923077,0.992,94.192,2182.0,0.23681895510686904,0.17136414161020447,-13.191551601409913,-16.817433835983277,0.06979358923816255
shared_with_judger,2500,ru,0.772,250,0.8590769230769231,1.0,94.192,2182.0,0.23681895510686904,0.17136414161020447,-13.191551601409913,-16.817433835983277,0.05919144528990147
shared_with_judger,5000,ru,0.772,250,0.8676923076923078,1.0,94.192,2182.0,0.23681895510686904,0.17136414161020447,-13.191551601409913,-16.817433835983277,0.09317355471414265
shared_with_judger,10000,ru,0.772,250,0.8750769230769231,1.0,94.192,2182.0,0.23681895510686904,0.17136414161020447,-13.191551601409913,-16.817433835983277,0.124498200505997
shared_after_planner,1,sw,0.196,250,0.0,0.0,151.368,569.352,0.19407756893889844,0.1803282791835781,-10.065337350845336,-10.14317246055603,nan
